Project ID,Project Name,Number,Street,Borough,Council District,Latitude (Internal),Longitude (Internal),Extended Affordability Only,Prevailing Wage Status,Extremely Low Income Units,Very Low Income Units,All Counted Units,Total Units
65362,GROWER-GREEN,358,SOUTH 2 STREET,Brooklyn,34,40.70986,-73.953488,Yes,Non Prevailing Wage,14,5,27,27
65362,GROWER-GREEN,359,SOUTH 2 STREET,Brooklyn,34,40.71015,-73.952907,Yes,Non Prevailing Wage,11,8,24,24
65362,GROWER-GREEN,362,SOUTH 2 STREET,Brooklyn,34,40.7098,-73.953326,Yes,Non Prevailing Wage,15,8,30,30
65362,GROWER-GREEN,366,SOUTH 2 STREET,Brooklyn,34,40.70974,-73.953167,Yes,Non Prevailing Wage,14,6,24,24
65362,GROWER-GREEN,367,SOUTH 2 STREET,Brooklyn,34,40.71007,-73.952701,Yes,Non Prevailing Wage,24,7,35,35
65362,GROWER-GREEN,370,SOUTH 2 STREET,Brooklyn,34,40.70968,-73.953005,Yes,Non Prevailing Wage,16,5,24,24
65362,GROWER-GREEN,373,SOUTH 2 STREET,Brooklyn,34,40.71,-73.9525,Yes,Non Prevailing Wage,12,5,22,22
65362,GROWER-GREEN,385,SOUTH 2 STREET,Brooklyn,34,40.70974,-73.951822,Yes,Non Prevailing Wage,18,1,22,22
65362,GROWER-GREEN,247,SOUTH 3 STREET,Brooklyn,34,40.71088,-73.957368,Yes,Non Prevailing Wage,20,4,29,29
65362,GROWER-GREEN,347,SOUTH 3 STREET,Brooklyn,34,40.70952,-73.953589,Yes,Non Prevailing Wage,16,4,29,29
67302,176 KNICKERBOCKER AVENUE,176,KNICKERBOCKER AVENUE,Brooklyn,34,40.70375,-73.927557,No,Non Prevailing Wage,0,0,2,8
67369,CONFIDENTIAL,----,----,Bronx,12,,,No,Non Prevailing Wage,0,0,2,2
67375,CONFIDENTIAL,----,----,Brooklyn,33,,,No,Non Prevailing Wage,0,0,2,2
67377,CONFIDENTIAL,----,----,Bronx,12,,,No,Non Prevailing Wage,0,2,2,2
67381,CONFIDENTIAL,----,----,Bronx,18,,,No,Non Prevailing Wage,0,0,1,1
67386,CONFIDENTIAL,----,----,Bronx,12,,,No,Non Prevailing Wage,0,0,2,2
67412,CONFIDENTIAL,----,----,Brooklyn,46,,,No,Non Prevailing Wage,0,0,1,1
61625,JERICHO RESIDENCE V HDFC.YR15.FY18,1928,LORING PLACE SOUTH,Bronx,14,40.85473,-73.91405,No,Prevailing Wage,49,3,52,52
61799,SECOND FARMS,1932,BRYANT AVENUE,Bronx,17,40.84,-73.881586,No,Non Prevailing Wage,75,86,319,319
63771,700 MANIDA STREET,700,MANIDA STREET,Bronx,17,40.81462,-73.888065,No,Non Prevailing Wage,46,29,108,108
64885,ROCKAWAY VILLAGE PHASE 1 (RITA STARK SITE),20-02,MOTT AVENUE,Queens,31,,,No,Non Prevailing Wage,67,68,457,457
65983,FAC.131-10 GUY R. BREWER BOULEVARD,13110,GUY R BREWER BOULEVARD,Queens,28,40.67575,-73.778024,No,Prevailing Wage,158,0,159,159
67303,916 BERGEN APARTMENTS,916,BERGEN STREET,Brooklyn,35,40.67679,-73.957069,No,Non Prevailing Wage,0,0,4,12
67425,COMUNILIFE,2124,CROTONA AVENUE,Bronx,15,40.84897,-73.887646,No,Non Prevailing Wage,0,0,86,86
67425,COMUNILIFE,2111,HUGHES AVENUE,Bronx,15,40.84944,-73.890667,No,Non Prevailing Wage,0,0,72,72
67425,COMUNILIFE,950,JENNINGS STREET,Bronx,17,40.83176,-73.889507,No,Non Prevailing Wage,0,0,84,84
67426,RUPPERT HOUSE,235,EAST 92 STREET,Manhattan,5,40.78231,-73.949469,Yes,Non Prevailing Wage,139,0,139,139
67426,RUPPERT HOUSE,222,EAST 93 STREET,Manhattan,5,40.78231,-73.949469,Yes,Non Prevailing Wage,241,163,405,405
67426,RUPPERT HOUSE,1779,2 AVENUE,Manhattan,5,40.78231,-73.949469,Yes,Non Prevailing Wage,107,0,108,108
63367,CUCS. 302-314 W 127TH STREET. KELLY HOTEL,314,WEST 127 STREET,Manhattan,9,40.81164,-73.951202,No,Prevailing Wage,71,0,117,117
65227,DIEGO BEEKMAN MHA.GHPP.FY18,327,BEEKMAN AVENUE,Bronx,8,40.8085,-73.914341,No,Non Prevailing Wage,5,3,16,16
65227,DIEGO BEEKMAN MHA.GHPP.FY18,328,BEEKMAN AVENUE,Bronx,8,40.80844,-73.913734,No,Non Prevailing Wage,28,11,73,73
65227,DIEGO BEEKMAN MHA.GHPP.FY18,353,BEEKMAN AVENUE,Bronx,8,40.80912,-73.913957,No,Non Prevailing Wage,4,5,16,16
65227,DIEGO BEEKMAN MHA.GHPP.FY18,673,EAST 140 STREET,Bronx,8,40.80701,-73.913328,No,Non Prevailing Wage,27,2,49,49
65227,DIEGO BEEKMAN MHA.GHPP.FY18,345,CYPRESS AVENUE,Bronx,8,40.80842,-73.913322,No,Non Prevailing Wage,16,4,40,40
65227,DIEGO BEEKMAN MHA.GHPP.FY18,354,CYPRESS AVENUE,Bronx,8,40.80866,-73.912487,No,Non Prevailing Wage,37,10,81,81
65227,DIEGO BEEKMAN MHA.GHPP.FY18,597,EAST 138 STREET,Bronx,8,40.80657,-73.916171,No,Non Prevailing Wage,17,2,35,35
65227,DIEGO BEEKMAN MHA.GHPP.FY18,613,EAST 138 STREET,Bronx,8,40.80642,-73.915832,No,Non Prevailing Wage,16,1,29,29
65227,DIEGO BEEKMAN MHA.GHPP.FY18,690,EAST 138 STREET,Bronx,8,40.80492,-73.913728,No,Non Prevailing Wage,17,2,34,34
65227,DIEGO BEEKMAN MHA.GHPP.FY18,611,EAST 139 STREET,Bronx,8,40.80691,-73.915015,No,Non Prevailing Wage,21,6,44,44
65227,DIEGO BEEKMAN MHA.GHPP.FY18,636,EAST 140 STREET,Bronx,8,40.80685,-73.914148,No,Non Prevailing Wage,23,8,49,49
65227,DIEGO BEEKMAN MHA.GHPP.FY18,683,EAST 140 STREET,Bronx,8,40.80681,-73.912902,No,Non Prevailing Wage,29,19,66,66
65227,DIEGO BEEKMAN MHA.GHPP.FY18,574,EAST 141 STREET,Bronx,8,40.80833,-73.91575,No,Non Prevailing Wage,8,8,29,29
65227,DIEGO BEEKMAN MHA.GHPP.FY18,592,EAST 141 STREET,Bronx,8,40.80802,-73.915039,No,Non Prevailing Wage,15,2,29,29
65227,DIEGO BEEKMAN MHA.GHPP.FY18,593,EAST 141 STREET,Bronx,8,40.80842,-73.914652,No,Non Prevailing Wage,18,8,43,43
65227,DIEGO BEEKMAN MHA.GHPP.FY18,600,EAST 141 STREET,Bronx,8,40.80791,-73.914768,No,Non Prevailing Wage,23,6,40,40
65227,DIEGO BEEKMAN MHA.GHPP.FY18,619,EAST 141 STREET,Bronx,8,40.80809,-73.91389,No,Non Prevailing Wage,17,6,29,29
65227,DIEGO BEEKMAN MHA.GHPP.FY18,620,EAST 141 STREET,Bronx,8,40.80768,-73.914233,No,Non Prevailing Wage,17,10,42,42
65227,DIEGO BEEKMAN MHA.GHPP.FY18,625,EAST 141 STREET,Bronx,8,40.80799,-73.913662,No,Non Prevailing Wage,10,6,20,20
65227,DIEGO BEEKMAN MHA.GHPP.FY18,626,EAST 141 STREET,Bronx,8,40.80752,-73.913858,No,Non Prevailing Wage,23,11,53,53
65227,DIEGO BEEKMAN MHA.GHPP.FY18,666,EAST 141 STREET,Bronx,8,40.80723,-73.913129,No,Non Prevailing Wage,16,5,31,31
65227,DIEGO BEEKMAN MHA.GHPP.FY18,682,EAST 141 STREET,Bronx,8,40.80711,-73.91289,No,Non Prevailing Wage,18,7,41,41
65227,DIEGO BEEKMAN MHA.GHPP.FY18,688,EAST 141 STREET,Bronx,8,40.80701,-73.912656,No,Non Prevailing Wage,20,0,30,30
65227,DIEGO BEEKMAN MHA.GHPP.FY18,592,OAK TERRACE,Bronx,8,40.80886,-73.914944,No,Non Prevailing Wage,19,3,32,32
65227,DIEGO BEEKMAN MHA.GHPP.FY18,593,OAK TERRACE,Bronx,8,40.80922,-73.914676,No,Non Prevailing Wage,21,3,38,38
65227,DIEGO BEEKMAN MHA.GHPP.FY18,601,OAK TERRACE,Bronx,8,40.80914,-73.914448,No,Non Prevailing Wage,13,5,24,24
65227,DIEGO BEEKMAN MHA.GHPP.FY18,324,POWERS AVENUE,Bronx,8,40.80737,-73.912157,No,Non Prevailing Wage,31,3,59,59
65227,DIEGO BEEKMAN MHA.GHPP.FY18,305,ST ANNS AVENUE,Bronx,8,40.80869,-73.916602,No,Non Prevailing Wage,11,4,19,19
65227,DIEGO BEEKMAN MHA.GHPP.FY18,364,ST ANNS AVENUE,Bronx,8,40.80981,-73.915199,No,Non Prevailing Wage,7,2,17,17
65227,DIEGO BEEKMAN MHA.GHPP.FY18,372,ST ANNS AVENUE,Bronx,8,40.8102,-73.914945,No,Non Prevailing Wage,8,3,20,20
65227,DIEGO BEEKMAN MHA.GHPP.FY18,576,ST MARYS STREET,Bronx,8,40.8101,-73.914747,No,Non Prevailing Wage,6,6,15,15
65227,DIEGO BEEKMAN MHA.GHPP.FY18,348,BEEKMAN AVENUE,Bronx,8,40.80886,-73.913491,No,Non Prevailing Wage,12,6,31,31
65227,DIEGO BEEKMAN MHA.GHPP.FY18,352,BEEKMAN AVENUE,Bronx,8,40.80886,-73.913491,No,Non Prevailing Wage,19,3,36,36
65772,820-836 GLENMORE AVE,820-836,GLENMORE AVENUE,Brooklyn,37,40.67538,-73.879589,No,Non Prevailing Wage,0,12,12,79
65773,2437 PITKIN AVENUE,2437,PITKIN AVENUE,Brooklyn,37,40.67412,-73.882479,No,Non Prevailing Wage,0,6,10,32
61837,9 FORT WASHINGTON AVENUE CLUSTER,9,FT WASHINGTON AVENUE,Manhattan,7,40.83542,-73.944713,No,Non Prevailing Wage,0,0,25,25
61837,9 FORT WASHINGTON AVENUE CLUSTER,609,WEST 158 STREET,Manhattan,7,40.83514,-73.944915,No,Non Prevailing Wage,0,0,25,25
61837,9 FORT WASHINGTON AVENUE CLUSTER,518,WEST 161 STREET,Manhattan,7,40.83563,-73.941449,No,Non Prevailing Wage,0,0,24,24
61837,9 FORT WASHINGTON AVENUE CLUSTER,544,WEST 163 STREET,Manhattan,7,40.83723,-73.941386,No,Non Prevailing Wage,0,0,20,20
63880,PRC TIFFANY STREET,975,TIFFANY STREET,Bronx,17,40.82215,-73.895264,No,Non Prevailing Wage,46,40,161,161
64252,LINDEN TERRACE BUILDING 1,2858,LINDEN BOULEVARD,Brooklyn,42,,,No,Non Prevailing Wage,48,48,235,235
66556,BEREAN HDFC.HUDMF.FY18,1481,ST MARKS AVENUE,Brooklyn,41,40.67371,-73.918501,Yes,Non Prevailing Wage,67,8,77,77
66810,NEW LIFE HOMES HDFC.YR15.FY18,373,DE WITT AVENUE,Brooklyn,42,40.65638,-73.896386,Yes,Non Prevailing Wage,42,8,55,55
67304,89-15 138TH STREET APARTMENTS,89-15,138 STREET,Queens,24,40.70157,-73.81422,No,Non Prevailing Wage,0,0,2,8
67364,CONFIDENTIAL,----,----,Brooklyn,46,,,No,Non Prevailing Wage,0,0,1,1
58623,BRONXVIEW AT SERVIAM,2885,MARION AVENUE,Bronx,15,40.86786,-73.886453,No,Non Prevailing Wage,12,12,114,114
61612,EBENEZER PLAZA PHASE 1A,94,NEW LOTS AVENUE,Brooklyn,42,40.65764,-73.901325,No,Non Prevailing Wage,40,40,197,197
63172,1618 FULTON STREET,1618,FULTON STREET,Brooklyn,36,40.67941,-73.936185,No,Non Prevailing Wage,8,21,103,103
63751,MOSHOLU GRAND,150,VAN CORTLANDT AVENUE EAST,Bronx,11,,,No,Non Prevailing Wage,16,15,152,152
67231,WEST END. 483 WEST END AVE. WEST END INTERGENERATIONAL,483,WEST END AVENUE,Manhattan,6,40.78718,-73.979452,Yes,Non Prevailing Wage,24,0,40,40
67278,CONFIDENTIAL,----,----,Queens,32,,,No,Non Prevailing Wage,0,0,1,1
67279,CONFIDENTIAL,----,----,Brooklyn,45,,,No,Non Prevailing Wage,0,0,1,1
67305,88 HART STREET,88,HART STREET,Brooklyn,36,40.69301,-73.948094,No,Non Prevailing Wage,0,0,2,10
62210,CEDAR MANOR MUTUAL HOUSING CORP.HRP.FY18,116-51,157 STREET,Queens,28,40.68491,-73.784949,No,Non Prevailing Wage,5,66,72,72
62210,CEDAR MANOR MUTUAL HOUSING CORP.HRP.FY18,116-11,157 STREET,Queens,28,40.68491,-73.784949,No,Non Prevailing Wage,56,16,72,72
62210,CEDAR MANOR MUTUAL HOUSING CORP.HRP.FY18,116-31,157 STREET,Queens,28,40.68491,-73.784949,No,Non Prevailing Wage,4,68,72,72
64436,1755 WATSON AVENUE,1111,COMMONWEALTH AVENUE,Bronx,18,,,No,Non Prevailing Wage,23,32,123,123
64436,1755 WATSON AVENUE,1115,COMMONWEALTH AVENUE,Bronx,18,,,No,Non Prevailing Wage,15,18,68,68
64436,1755 WATSON AVENUE,1120,ROSEDALE AVENUE,Bronx,18,,,No,Non Prevailing Wage,28,31,135,135
67306,94 SOUTH 4TH STREET,94,SOUTH 4 STREET,Brooklyn,34,40.71215,-73.9643,No,Non Prevailing Wage,0,0,2,7
67348,CONFIDENTIAL,----,----,Queens,31,,,No,Non Prevailing Wage,0,0,1,1
67415,CONFIDENTIAL,----,----,Brooklyn,45,,,No,Non Prevailing Wage,0,0,2,2
48885,FRANKLIN PLAZA APARTMENTS INC.HRP.FY18,2086,2 AVENUE,Manhattan,8,40.79077,-73.940777,No,Non Prevailing Wage,0,118,118,118
48885,FRANKLIN PLAZA APARTMENTS INC.HRP.FY18,1925,3 AVENUE,Manhattan,8,40.79177,-73.943062,No,Non Prevailing Wage,0,114,114,114
48885,FRANKLIN PLAZA APARTMENTS INC.HRP.FY18,225,EAST 106 STREET,Manhattan,8,40.79177,-73.943062,No,Non Prevailing Wage,0,116,116,116
48885,FRANKLIN PLAZA APARTMENTS INC.HRP.FY18,315,EAST 106 STREET,Manhattan,8,40.79077,-73.940777,No,Non Prevailing Wage,1,113,118,118
48885,FRANKLIN PLAZA APARTMENTS INC.HRP.FY18,325,EAST 106 STREET,Manhattan,8,40.79077,-73.940777,No,Non Prevailing Wage,1,116,118,118
48885,FRANKLIN PLAZA APARTMENTS INC.HRP.FY18,324,EAST 108 STREET,Manhattan,8,40.79077,-73.940777,No,Non Prevailing Wage,0,117,118,118
48885,FRANKLIN PLAZA APARTMENTS INC.HRP.FY18,334,EAST 108 STREET,Manhattan,8,40.79077,-73.940777,No,Non Prevailing Wage,0,115,118,118
48885,FRANKLIN PLAZA APARTMENTS INC.HRP.FY18,211,EAST 106 STREET,Manhattan,8,40.79177,-73.943062,No,Non Prevailing Wage,0,115,115,115
48885,FRANKLIN PLAZA APARTMENTS INC.HRP.FY18,2065,1 AVENUE,Manhattan,8,40.79077,-73.940777,No,Non Prevailing Wage,0,118,118,118
48885,FRANKLIN PLAZA APARTMENTS INC.HRP.FY18,2075,1 AVENUE,Manhattan,8,40.79077,-73.940777,No,Non Prevailing Wage,0,117,118,118
48885,FRANKLIN PLAZA APARTMENTS INC.HRP.FY18,2075,SECOND AVENUE,Manhattan,8,40.79177,-73.943062,No,Non Prevailing Wage,0,116,116,116
48885,FRANKLIN PLAZA APARTMENTS INC.HRP.FY18,2078,SECOND AVENUE,Manhattan,8,40.79077,-73.940777,No,Non Prevailing Wage,0,116,118,118
48885,FRANKLIN PLAZA APARTMENTS INC.HRP.FY18,2081,SECOND AVENUE,Manhattan,8,40.79177,-73.943062,No,Non Prevailing Wage,0,114,114,114
48885,FRANKLIN PLAZA APARTMENTS INC.HRP.FY18,1945,THIRD AVENUE,Manhattan,8,40.79177,-73.943062,No,Non Prevailing Wage,0,115,115,115
64793,148-31 90TH AVE.,148-31,90 AVENUE,Queens,24,40.70383,-73.806052,No,Non Prevailing Wage,0,0,18,90
64796,127 WEST 43 ST | WOODSTOCK,127,WEST 43 STREET,Manhattan,4,40.75629,-73.984876,No,Non Prevailing Wage,0,281,291,291
66564,1314 SENECA HDFC.HPO.FY18,1314,SENECA AVENUE,Bronx,17,40.81869,-73.887011,Yes,Non Prevailing Wage,2,3,60,60
67370,CONFIDENTIAL,----,----,Queens,21,,,No,Non Prevailing Wage,0,0,2,2
58555,MOTHER GASTON-HINSDALE,21,MALTA STREET,Brooklyn,42,40.65998,-73.895674,No,Non Prevailing Wage,0,0,2,2
58555,MOTHER GASTON-HINSDALE,299,MOTHER GASTON BOULEVARD,Brooklyn,37,40.67202,-73.907119,No,Non Prevailing Wage,0,0,3,3
58555,MOTHER GASTON-HINSDALE,668,VERMONT STREET,Brooklyn,42,40.66279,-73.891849,No,Non Prevailing Wage,0,0,3,3
58555,MOTHER GASTON-HINSDALE,1915,BERGEN STREET,Brooklyn,41,40.67457,-73.917725,No,Non Prevailing Wage,0,0,3,3
58555,MOTHER GASTON-HINSDALE,655,HINSDALE STREET,Brooklyn,42,40.65859,-73.896995,No,Non Prevailing Wage,0,0,3,3
58555,MOTHER GASTON-HINSDALE,1633,ST MARKS AVENUE,Brooklyn,41,40.67344,-73.912773,No,Non Prevailing Wage,0,0,3,3
58555,MOTHER GASTON-HINSDALE,642,HINSDALE STREET,Brooklyn,42,40.65892,-73.897669,No,Non Prevailing Wage,0,0,3,3
58555,MOTHER GASTON-HINSDALE,1745,LINDEN BOULEVARD,Brooklyn,42,40.65789,-73.897915,No,Non Prevailing Wage,0,0,3,3
58555,MOTHER GASTON-HINSDALE,2164,DEAN STREET,Brooklyn,41,40.67478,-73.91594,No,Non Prevailing Wage,0,0,3,3
58555,MOTHER GASTON-HINSDALE,650,ALABAMA AVENUE,Brooklyn,42,40.65996,-73.895245,No,Non Prevailing Wage,0,0,3,3
58555,MOTHER GASTON-HINSDALE,653,HINSDALE STREET,Brooklyn,42,40.65865,-73.897009,No,Non Prevailing Wage,0,0,3,3
58555,MOTHER GASTON-HINSDALE,273,MOTHER GASTON BOULEVARD,Brooklyn,37,40.67261,-73.907287,No,Non Prevailing Wage,0,0,3,3
58555,MOTHER GASTON-HINSDALE,2178,DEAN STREET,Brooklyn,41,40.67476,-73.915526,No,Non Prevailing Wage,0,0,3,3
58555,MOTHER GASTON-HINSDALE,281,MOTHER GASTON BOULEVARD,Brooklyn,37,40.67241,-73.907216,No,Non Prevailing Wage,0,0,3,3
58555,MOTHER GASTON-HINSDALE,38,CHRISTOPHER AVENUE,Brooklyn,37,40.67274,-73.906905,No,Non Prevailing Wage,0,0,3,3
58555,MOTHER GASTON-HINSDALE,666,SNEDIKER AVENUE,Brooklyn,42,40.65827,-73.898448,No,Non Prevailing Wage,0,0,3,3
58555,MOTHER GASTON-HINSDALE,668,SNEDIKER AVENUE,Brooklyn,42,40.6582,-73.898434,No,Non Prevailing Wage,0,0,3,3
60248,15 STRATFORD LLC.GHPP.FY18,15,STRATFORD ROAD,Brooklyn,40,40.64845,-73.9693,No,Non Prevailing Wage,6,10,20,20
64186,343 RALPH AVENUE,343,RALPH AVENUE,Brooklyn,41,40.67737,-73.921518,No,Non Prevailing Wage,0,0,20,20
67271,CONFIDENTIAL,----,----,Queens,24,,,No,Non Prevailing Wage,0,1,1,1
67307,577 WEST 161ST STREET APARTMENTS,577,WEST 161 STREET,Manhattan,7,40.83648,-73.942308,No,Non Prevailing Wage,0,0,6,20
60041,DORA MCKENZIE HDFC.PLP.FY18,1646,AMSTERDAM AVENUE,Manhattan,7,40.8231,-73.949572,No,Non Prevailing Wage,3,0,8,8
63036,MHANY. 1921 CORTELYOU ROAD,1921,CORTELYOU ROAD,Brooklyn,40,40.64345,-73.960118,No,Non Prevailing Wage,53,8,76,76
65578,GEEL E 162ND ST.HDFC.YR15.FY18,870,EAST 162 STREET,Bronx,17,40.82113,-73.900183,Yes,Non Prevailing Wage,69,1,71,71
67397,CONFIDENTIAL,----,----,Queens,28,,,No,Non Prevailing Wage,3,0,3,3
67419,CONFIDENTIAL,----,----,Queens,28,,,No,Non Prevailing Wage,0,0,1,1
63899,948 MYRTLE AVE,948,MYRTLE AVENUE,Brooklyn,36,40.69565,-73.943887,No,Non Prevailing Wage,0,0,24,100
67308,168-05 DEPOT ROAD,168-05,DEPOT ROAD,Queens,19,40.76156,-73.79787,No,Non Prevailing Wage,0,0,3,7
62209,ADEE TOWER APARTMENTS INC.HRP.FY18,3000,BRONX PARK EAST,Bronx,15,40.86224,-73.873047,No,Non Prevailing Wage,247,45,292,292
67309,"MAYA, THE",177-30,WEXFORD TERRACE,Queens,24,40.71285,-73.785984,No,Non Prevailing Wage,0,0,21,68
65210,VOA. 305 W. 97TH ST. ROSE HOUSE,305,WEST 97 STREET,Manhattan,6,40.79635,-73.973136,No,Non Prevailing Wage,97,0,97,97
67275,CONFIDENTIAL,----,----,Brooklyn,42,,,No,Non Prevailing Wage,0,0,1,1
67310,1779 WEEKS AVENUE APARTMENTS,1779,WEEKS AVENUE,Bronx,15,40.84637,-73.907703,No,Non Prevailing Wage,0,0,3,10
66558,1097 GLENMORE AVE.GHPP.FY18,1097,GLENMORE AVENUE,Brooklyn,37,40.6774,-73.868452,No,Non Prevailing Wage,0,4,5,5
67311,1164 & 1168 GREENE AVENUE,1164,GREENE AVENUE,Brooklyn,34,40.69437,-73.922767,No,Non Prevailing Wage,0,0,4,20
67272,CONFIDENTIAL,----,----,Queens,27,,,No,Non Prevailing Wage,0,0,1,1
67312,1068 FULTON STREET APARTMENTS,1068,FULTON STREET,Brooklyn,36,40.68136,-73.958148,No,Non Prevailing Wage,0,0,13,41
67401,CONFIDENTIAL,----,----,Queens,21,,,No,Non Prevailing Wage,0,1,1,1
65205,ACMH.2053 RYER AVE,2051,RYER AVENUE,Bronx,15,40.85194,-73.901554,No,Non Prevailing Wage,52,33,86,86
67273,CONFIDENTIAL,----,----,Queens,28,,,No,Non Prevailing Wage,0,0,1,1
67368,CONFIDENTIAL,----,----,Queens,34,,,No,Non Prevailing Wage,0,0,2,2
67313,1072 UNIVERSITY AVENUE,1072,UNIVERSITY AVENUE,Bronx,16,40.83507,-73.929745,No,Non Prevailing Wage,0,0,3,10
44340,BLAKE/HENDRIX,617,CLEVELAND STREET,Brooklyn,42,40.66928,-73.882833,No,Non Prevailing Wage,0,0,2,2
44340,BLAKE/HENDRIX,291,HINSDALE STREET,Brooklyn,42,40.66801,-73.899396,No,Non Prevailing Wage,0,0,3,3
44340,BLAKE/HENDRIX,289,HINSDALE STREET,Brooklyn,42,40.66806,-73.89941,No,Non Prevailing Wage,0,0,3,3
44340,BLAKE/HENDRIX,285,HINSDALE STREET,Brooklyn,42,40.66817,-73.899435,No,Non Prevailing Wage,0,0,3,3
44340,BLAKE/HENDRIX,586,LINWOOD STREET,Brooklyn,42,40.67082,-73.882056,No,Non Prevailing Wage,0,0,2,2
44340,BLAKE/HENDRIX,669,LINWOOD STREET,Brooklyn,42,,,No,Non Prevailing Wage,0,0,2,2
44340,BLAKE/HENDRIX,806,BLAKE AVENUE,Brooklyn,42,40.6685,-73.888725,No,Non Prevailing Wage,0,0,2,2
44340,BLAKE/HENDRIX,980,DUMONT AVENUE,Brooklyn,42,40.66788,-73.882338,No,Non Prevailing Wage,0,0,2,2
44340,BLAKE/HENDRIX,287,HINSDALE STREET,Brooklyn,42,40.66811,-73.899424,No,Non Prevailing Wage,0,0,3,3
44340,BLAKE/HENDRIX,846,BLAKE AVENUE,Brooklyn,42,,,No,Non Prevailing Wage,0,0,2,2
44340,BLAKE/HENDRIX,588,WARWICK STREET,Brooklyn,42,40.66883,-73.884957,No,Non Prevailing Wage,0,0,2,2
44340,BLAKE/HENDRIX,848,BLAKE AVENUE,Brooklyn,42,,,No,Non Prevailing Wage,0,0,2,2
44340,BLAKE/HENDRIX,586,WARWICK STREET,Brooklyn,42,40.66888,-73.885008,No,Non Prevailing Wage,0,0,2,2
67314,2118 MAPES AVENUE APARTMENTS,2118,MAPES AVENUE,Bronx,15,40.84683,-73.884921,No,Non Prevailing Wage,0,0,13,43
67315,2183 3RD AVENUE,2183,3 AVENUE,Manhattan,8,40.79991,-73.938219,No,Non Prevailing Wage,0,0,12,58
67316,233 BUFFALO AVENUE,1611,STERLING PLACE,Brooklyn,41,40.67128,-73.925018,No,Non Prevailing Wage,0,0,3,9
67403,STARRETT CITY,180,BETHEL LOOP,Brooklyn,42,40.65023,-73.881472,Yes,Non Prevailing Wage,0,80,132,132
67403,STARRETT CITY,1260,CROTON LOOP,Brooklyn,42,40.65035,-73.884769,Yes,Non Prevailing Wage,0,80,132,132
67403,STARRETT CITY,1420,FREEPORT LOOP,Brooklyn,42,40.64424,-73.880096,Yes,Non Prevailing Wage,0,80,132,132
67403,STARRETT CITY,1155,PENNSYLVANIA AVENUE,Brooklyn,42,40.65357,-73.882396,Yes,Non Prevailing Wage,0,95,156,156
67403,STARRETT CITY,1445,GENEVA LOOP,Brooklyn,42,40.64838,-73.879065,Yes,Non Prevailing Wage,0,80,132,132
67403,STARRETT CITY,175,ARDSLEY LOOP,Brooklyn,42,40.65357,-73.882396,Yes,Non Prevailing Wage,0,95,156,156
67403,STARRETT CITY,185,ARDSLEY LOOP,Brooklyn,42,40.65357,-73.882396,Yes,Non Prevailing Wage,0,95,156,156
67403,STARRETT CITY,190,BETHEL LOOP,Brooklyn,42,40.65023,-73.881472,Yes,Non Prevailing Wage,0,80,130,130
67403,STARRETT CITY,200,BETHEL LOOP,Brooklyn,42,40.65023,-73.881472,Yes,Non Prevailing Wage,0,94,156,156
67403,STARRETT CITY,1280,CROTON LOOP,Brooklyn,42,40.65035,-73.884769,Yes,Non Prevailing Wage,0,80,132,132
67403,STARRETT CITY,1275,DELMAR LOOP,Brooklyn,42,40.65023,-73.881472,Yes,Non Prevailing Wage,0,79,130,130
67403,STARRETT CITY,1285,DELMAR LOOP,Brooklyn,42,40.65023,-73.881472,Yes,Non Prevailing Wage,0,51,84,84
67403,STARRETT CITY,1305,DELMAR LOOP,Brooklyn,42,40.65023,-73.881472,Yes,Non Prevailing Wage,0,80,132,132
67403,STARRETT CITY,135,ELMIRA LOOP,Brooklyn,42,40.65023,-73.881472,Yes,Non Prevailing Wage,0,80,132,132
67403,STARRETT CITY,145,ELMIRA LOOP,Brooklyn,42,40.65023,-73.881472,Yes,Non Prevailing Wage,0,51,84,84
67403,STARRETT CITY,1430,FREEPORT LOOP,Brooklyn,42,40.64424,-73.880096,Yes,Non Prevailing Wage,0,51,84,84
67403,STARRETT CITY,1440,FREEPORT LOOP,Brooklyn,42,40.64424,-73.880096,Yes,Non Prevailing Wage,0,80,132,132
67403,STARRETT CITY,1455,GENEVA LOOP,Brooklyn,42,40.64838,-73.879065,Yes,Non Prevailing Wage,0,52,86,86
67403,STARRETT CITY,1465,GENEVA LOOP,Brooklyn,42,40.64838,-73.879065,Yes,Non Prevailing Wage,0,51,84,84
67403,STARRETT CITY,1475,GENEVA LOOP,Brooklyn,42,40.64838,-73.879065,Yes,Non Prevailing Wage,0,80,132,132
67403,STARRETT CITY,1490,HORNELL LOOP,Brooklyn,42,40.64424,-73.880096,Yes,Non Prevailing Wage,0,80,132,132
67403,STARRETT CITY,1500,HORNELL LOOP,Brooklyn,42,40.64424,-73.880096,Yes,Non Prevailing Wage,0,51,84,84
67403,STARRETT CITY,1520,HORNELL LOOP,Brooklyn,42,40.64424,-73.880096,Yes,Non Prevailing Wage,0,51,84,84
67403,STARRETT CITY,605,LOUISIANA AVENUE,Brooklyn,42,40.65035,-73.884769,Yes,Non Prevailing Wage,0,80,132,132
67403,STARRETT CITY,855,LOUISIANA AVENUE,Brooklyn,42,40.64424,-73.880096,Yes,Non Prevailing Wage,0,51,84,84
