Project ID,Project Name,Number,Street,Borough,Council District,Latitude (Internal),Longitude (Internal),Extended Affordability Only,Prevailing Wage Status,Extremely Low Income Units,Very Low Income Units,All Counted Units,Total Units
50424,SOUTHEASTERN QUEENS VACANT HOMES-CLUSTER I,198-14,119 AVENUE,Queens,27,40.69116,-73.752309,No,Non Prevailing Wage,0,0,1,1
50424,SOUTHEASTERN QUEENS VACANT HOMES-CLUSTER I,171-48,119 ROAD,Queens,27,40.68454,-73.773062,No,Non Prevailing Wage,0,0,1,1
50424,SOUTHEASTERN QUEENS VACANT HOMES-CLUSTER I,177-19,120 AVENUE,Queens,27,40.68519,-73.767212,No,Non Prevailing Wage,0,0,1,1
50424,SOUTHEASTERN QUEENS VACANT HOMES-CLUSTER I,222-33,143 ROAD,Queens,31,40.66674,-73.753586,No,Non Prevailing Wage,0,0,1,1
50424,SOUTHEASTERN QUEENS VACANT HOMES-CLUSTER I,171-15,144 AVENUE,Queens,31,40.66895,-73.768299,No,Non Prevailing Wage,0,0,1,1
50424,SOUTHEASTERN QUEENS VACANT HOMES-CLUSTER I,144-41,158 STREET,Queens,31,40.66447,-73.77963,No,Non Prevailing Wage,0,0,1,1
50424,SOUTHEASTERN QUEENS VACANT HOMES-CLUSTER I,80-44,162 STREET,Queens,24,40.71974,-73.805435,No,Non Prevailing Wage,0,0,1,1
50424,SOUTHEASTERN QUEENS VACANT HOMES-CLUSTER I,118-19,190 STREET,Queens,27,40.69022,-73.759968,No,Non Prevailing Wage,0,0,1,1
50424,SOUTHEASTERN QUEENS VACANT HOMES-CLUSTER I,117-27,204 STREET,Queens,27,40.69481,-73.747676,No,Non Prevailing Wage,0,0,1,1
50424,SOUTHEASTERN QUEENS VACANT HOMES-CLUSTER I,114-26,208 STREET,Queens,27,40.70119,-73.746718,No,Non Prevailing Wage,0,0,1,1
50424,SOUTHEASTERN QUEENS VACANT HOMES-CLUSTER I,89-55,208 STREET,Queens,23,40.71915,-73.755459,No,Non Prevailing Wage,0,0,1,1
50424,SOUTHEASTERN QUEENS VACANT HOMES-CLUSTER I,177-48,BAISLEY BOULEVARD,Queens,27,40.68707,-73.767266,No,Non Prevailing Wage,0,0,1,1
50424,SOUTHEASTERN QUEENS VACANT HOMES-CLUSTER I,186-20,FOCH BOULEVARD,Queens,27,40.6904,-73.764049,No,Non Prevailing Wage,0,0,1,1
63093,CONFIDENTIAL,----,----,Staten Island,50,,,No,Non Prevailing Wage,0,0,1,1
49716,FSG DEVELOPMENT FCM - FSG REALTY LLC,825,BEDFORD AVENUE,Brooklyn,33,40.69566,-73.95604,No,Non Prevailing Wage,2,0,4,4
49716,FSG DEVELOPMENT FCM - FSG REALTY LLC,83,EAST 18 STREET,Brooklyn,40,40.6492,-73.962655,No,Non Prevailing Wage,1,0,7,7
49716,FSG DEVELOPMENT FCM - FSG REALTY LLC,892,FLUSHING AVENUE,Brooklyn,34,40.70193,-73.936074,No,Non Prevailing Wage,21,0,27,27
49716,FSG DEVELOPMENT FCM - FSG REALTY LLC,368,LAFAYETTE AVENUE,Brooklyn,35,40.68857,-73.960671,No,Non Prevailing Wage,4,0,8,8
49716,FSG DEVELOPMENT FCM - FSG REALTY LLC,72,LOTT STREET,Brooklyn,40,40.64781,-73.954432,No,Non Prevailing Wage,2,0,4,4
49716,FSG DEVELOPMENT FCM - FSG REALTY LLC,74,LOTT STREET,Brooklyn,40,40.64776,-73.954429,No,Non Prevailing Wage,2,0,4,4
49716,FSG DEVELOPMENT FCM - FSG REALTY LLC,165,PARK AVENUE,Brooklyn,35,40.69642,-73.972892,No,Non Prevailing Wage,0,0,9,9
49716,FSG DEVELOPMENT FCM - FSG REALTY LLC,802,WASHINGTON AVENUE,Brooklyn,35,40.67401,-73.96338,No,Non Prevailing Wage,6,0,12,12
49716,FSG DEVELOPMENT FCM - FSG REALTY LLC,840,WASHINGTON AVENUE,Brooklyn,35,40.67296,-73.963128,No,Non Prevailing Wage,5,1,13,13
62990,CONFIDENTIAL,----,----,Bronx,15,,,No,Non Prevailing Wage,0,0,1,1
62287,CONFIDENTIAL,----,----,Queens,31,,,No,Non Prevailing Wage,0,0,1,1
62989,CONFIDENTIAL,----,----,Staten Island,50,,,No,Non Prevailing Wage,0,0,1,1
62987,CONFIDENTIAL,----,----,Bronx,18,,,No,Non Prevailing Wage,0,0,1,1
62988,CONFIDENTIAL,----,----,Staten Island,51,,,No,Non Prevailing Wage,0,0,1,1
58302,305 E. 171ST STREET HDFC,305,EAST 171 STREET,Bronx,16,40.83872,-73.90956,No,Non Prevailing Wage,2,6,9,9
62986,CONFIDENTIAL,----,----,Queens,20,,,No,Non Prevailing Wage,0,0,1,1
58965,CONCERN. WEST 21ST STREET. CONEY ISLAND,3003,WEST 21 STREET,Brooklyn,47,40.5743,-73.987268,No,Prevailing Wage,82,0,135,135
59740,COMMUNITY ACCESS.111 EAST 172ND STREET,111,EAST 172 STREET,Bronx,14,40.84167,-73.913691,No,Non Prevailing Wage,60,0,126,126
62985,CONFIDENTIAL,----,----,Staten Island,50,,,No,Non Prevailing Wage,0,0,1,1
65131,THE SUTTON,963,1 AVENUE,Manhattan,4,40.75578,-73.965165,No,Non Prevailing Wage,0,0,23,114
65115,116 WALTON LLC,116,WALTON STREET,Brooklyn,33,40.70291,-73.947747,No,Non Prevailing Wage,0,0,1,5
62984,CONFIDENTIAL,----,----,Staten Island,50,,,No,Non Prevailing Wage,0,0,1,1
62983,CONFIDENTIAL,----,----,Staten Island,51,,,No,Non Prevailing Wage,0,0,1,1
65141,44-46 STANHOPE STREET,44,STANHOPE STREET,Brooklyn,34,40.69546,-73.925135,No,Non Prevailing Wage,0,0,4,20
62982,CONFIDENTIAL,----,----,Staten Island,49,,,No,Non Prevailing Wage,0,0,1,1
65105,28-22 ASTORIA BOULEVARD APARTMENTS,28-22,ASTORIA BOULEVARD,Queens,22,40.77031,-73.920199,No,Non Prevailing Wage,0,0,6,25
53484,GOTHAM RESIDENTIAL,158,EAST 126 STREET,Manhattan,9,40.80441,-73.936427,No,Non Prevailing Wage,0,0,70,233
62978,CONFIDENTIAL,----,----,Brooklyn,42,,,No,Non Prevailing Wage,0,0,1,1
62981,CONFIDENTIAL,----,----,Brooklyn,44,,,No,Non Prevailing Wage,0,0,1,1
65098,2222 JACKSON AVENUE,22-22,JACKSON AVENUE,Queens,26,40.74495,-73.946495,No,Non Prevailing Wage,0,0,35,175
57533,CROWN GARDENS HOUSING CORPORATION,1238,PRESIDENT STREET,Brooklyn,35,40.66761,-73.949916,No,Non Prevailing Wage,3,229,239,239
62976,CONFIDENTIAL,----,----,Brooklyn,42,,,No,Non Prevailing Wage,0,0,1,1
62974,CONFIDENTIAL,----,----,Queens,20,,,No,Non Prevailing Wage,0,0,1,1
62973,CONFIDENTIAL,----,----,Queens,27,,,No,Non Prevailing Wage,0,0,1,1
62178,CONFIDENTIAL,----,----,Bronx,12,,,No,Non Prevailing Wage,0,0,3,3
63013,CONFIDENTIAL,----,----,Bronx,13,,,No,Non Prevailing Wage,0,1,1,1
62162,CONFIDENTIAL,----,----,Bronx,12,,,No,Non Prevailing Wage,0,0,1,1
60049,West 204 Street Project,436,WEST 204 STREET,Manhattan,10,40.86206,-73.919767,No,Non Prevailing Wage,7,9,26,26
60049,West 204 Street Project,428,WEST 204 STREET,Manhattan,10,40.86206,-73.919767,No,Non Prevailing Wage,6,11,26,26
60049,West 204 Street Project,432,WEST 204 STREET,Manhattan,10,40.86206,-73.919767,No,Non Prevailing Wage,2,14,31,31
63012,CONFIDENTIAL,----,----,Staten Island,49,,,No,Non Prevailing Wage,0,0,1,1
55205,608 Franklin Avenue,1036,DEAN STREET,Brooklyn,35,40.67737,-73.955959,No,Non Prevailing Wage,0,0,24,120
65077,AURUM,2239,ADAM C POWELL BOULEVARD,Manhattan,9,40.81289,-73.944905,No,Non Prevailing Wage,0,0,23,115
58992,775 Jennings St HDFC,775,JENNINGS STREET,Bronx,16,40.83209,-73.897008,No,Non Prevailing Wage,1,12,13,13
63011,CONFIDENTIAL,----,----,Brooklyn,44,,,No,Non Prevailing Wage,0,0,1,1
58823,404 QUINCY STREET,303,TOMPKINS AVENUE,Brooklyn,36,40.68754,-73.944446,No,Non Prevailing Wage,0,0,6,6
60361,81 Madison St.,81,MADISON STREET,Manhattan,1,40.71237,-73.99622,No,Non Prevailing Wage,2,2,20,20
65139,6155 BROADWAY,6155,BROADWAY,Bronx,11,40.89495,-73.896954,No,Non Prevailing Wage,0,0,9,44
62996,CONFIDENTIAL,----,----,Queens,23,,,No,Non Prevailing Wage,0,0,1,1
65094,1907 SOUTHERN BOULEVARD,1907,SOUTHERN BOULEVARD,Bronx,17,40.84163,-73.886213,No,Non Prevailing Wage,0,0,6,27
65119,ORIGINAL ME-CO ENTERPRISES LTD,303,STANHOPE STREET,Brooklyn,37,40.70263,-73.918909,No,Non Prevailing Wage,0,0,2,10
62995,CONFIDENTIAL,----,----,Queens,27,,,No,Non Prevailing Wage,0,0,1,1
65113,3677 WHITE PLAINS ROAD,3677,WHITE PLAINS ROAD,Bronx,12,40.8813,-73.864881,No,Non Prevailing Wage,0,0,24,118
52999,HANAC. 54-25 101 ST. CORONA SENIOR RESIDENCE,54-25,101 STREET,Queens,21,40.74003,-73.858755,No,Prevailing Wage,67,0,68,68
62994,CONFIDENTIAL,----,----,Staten Island,49,,,No,Non Prevailing Wage,0,0,1,1
63007,CONFIDENTIAL,----,----,Staten Island,49,,,No,Non Prevailing Wage,0,0,1,1
62246,CONFIDENTIAL,----,----,Brooklyn,46,,,No,Non Prevailing Wage,0,0,1,1
65125,WEST END TOWERS,53,WEST END AVENUE,Manhattan,6,40.77379,-73.989403,Yes,Non Prevailing Wage,0,0,50,1000
59387,145 MADISON AVENUE,145,MADISON AVENUE,Manhattan,2,40.74611,-73.983814,No,Non Prevailing Wage,0,7,18,70
61937,CONFIDENTIAL,----,----,Brooklyn,39,,,No,Non Prevailing Wage,0,0,1,1
60431,Bronx Brooklyn HDFC,953,ANDERSON AVENUE,Bronx,8,40.83128,-73.928271,No,Non Prevailing Wage,19,13,42,42
60431,Bronx Brooklyn HDFC,820,JACKSON AVENUE,Bronx,17,40.8201,-73.905846,No,Non Prevailing Wage,19,39,61,61
60431,Bronx Brooklyn HDFC,972-976,LEGGETT AVENUE,Bronx,17,40.81478,-73.90033,No,Non Prevailing Wage,22,23,46,46
60431,Bronx Brooklyn HDFC,60,WEST 162 STREET,Bronx,8,40.83089,-73.92851,No,Non Prevailing Wage,21,20,45,45
60431,Bronx Brooklyn HDFC,951,WOODYCREST AVENUE,Bronx,8,40.8315,-73.929199,No,Non Prevailing Wage,12,16,28,28
60431,Bronx Brooklyn HDFC,280,EAST 91 STREET,Brooklyn,41,40.65785,-73.924651,No,Non Prevailing Wage,15,16,31,31
60431,Bronx Brooklyn HDFC,1031,WINTHROP STREET,Brooklyn,41,40.66069,-73.925599,No,Non Prevailing Wage,0,0,2,2
60431,Bronx Brooklyn HDFC,1019,WINTHROP STREET,Brooklyn,41,40.66069,-73.925599,No,Non Prevailing Wage,31,4,35,35
60431,Bronx Brooklyn HDFC,182,EAST 93 STREET,Brooklyn,41,40.66069,-73.925599,No,Non Prevailing Wage,0,32,34,34
58945,Prince George Hotel,10,EAST 28 STREET,Manhattan,2,40.74399,-73.986572,No,Non Prevailing Wage,0,0,415,416
61721,CONFIDENTIAL,----,----,Queens,28,,,No,Non Prevailing Wage,0,0,1,1
65140,607 WEST 161 STREET,607,WEST 161 STREET,Manhattan,7,40.83702,-73.943584,No,Non Prevailing Wage,0,0,13,62
61944,CONFIDENTIAL,----,----,Queens,23,,,No,Non Prevailing Wage,0,0,1,1
61935,CONFIDENTIAL,----,----,Staten Island,49,,,No,Non Prevailing Wage,0,0,1,1
61722,CONFIDENTIAL,----,----,Bronx,13,,,No,Non Prevailing Wage,0,0,1,1
61723,CONFIDENTIAL,----,----,Queens,27,,,No,Non Prevailing Wage,0,0,1,1
61933,CONFIDENTIAL,----,----,Queens,24,,,No,Non Prevailing Wage,0,1,1,1
61724,CONFIDENTIAL,----,----,Brooklyn,37,,,No,Non Prevailing Wage,0,0,1,1
61901,CONFIDENTIAL,----,----,Bronx,18,,,No,Non Prevailing Wage,0,0,1,1
58235,Phipps. 760-770 East Tremont.Lee Goodwin Residence,1950,PROSPECT AVENUE,Bronx,17,40.84405,-73.888941,No,Prevailing Wage,60,0,61,61
61898,CONFIDENTIAL,----,----,Brooklyn,46,,,No,Non Prevailing Wage,0,0,1,1
52461,92 St. Nicholas Avenue HDFC,92,ST NICHOLAS AVENUE,Manhattan,9,40.80197,-73.952232,No,Non Prevailing Wage,7,36,56,56
54984,610 WEST 178 ST. HDFC,608,WEST 178 STREET,Manhattan,10,40.84744,-73.936042,No,Non Prevailing Wage,2,15,22,22
59193,Academy Gardens LLC,501,COMMONWEALTH AVENUE,Bronx,18,40.81493,-73.864611,Yes,Non Prevailing Wage,0,31,31,31
59193,Academy Gardens LLC,521,COMMONWEALTH AVENUE,Bronx,18,40.81541,-73.864726,Yes,Non Prevailing Wage,61,0,61,61
59193,Academy Gardens LLC,539,COMMONWEALTH AVENUE,Bronx,18,40.81593,-73.864848,Yes,Non Prevailing Wage,61,0,61,61
59193,Academy Gardens LLC,549,COMMONWEALTH AVENUE,Bronx,18,40.81641,-73.864962,Yes,Non Prevailing Wage,38,0,40,40
59193,Academy Gardens LLC,1741,LACOMBE AVENUE,Bronx,18,40.81488,-73.864976,Yes,Non Prevailing Wage,4,17,59,59
59193,Academy Gardens LLC,520,ROSEDALE AVENUE,Bronx,18,40.81536,-73.865087,Yes,Non Prevailing Wage,61,0,61,61
59193,Academy Gardens LLC,540,ROSEDALE AVENUE,Bronx,18,40.81588,-73.865209,Yes,Non Prevailing Wage,36,0,36,36
59193,Academy Gardens LLC,550,ROSEDALE AVENUE,Bronx,18,40.81636,-73.865324,Yes,Non Prevailing Wage,59,0,59,59
59193,Academy Gardens LLC,501,COMMONWEALTH AVENUE,Bronx,18,40.81493,-73.864611,Yes,Non Prevailing Wage,59,0,59,59
61660,ECDO TRANSFERS TO NYC JOE,107,MORNINGSIDE AVENUE,Manhattan,9,40.81028,-73.954426,Yes,Non Prevailing Wage,0,0,10,10
61660,ECDO TRANSFERS TO NYC JOE,109,MORNINGSIDE AVENUE,Manhattan,9,40.81034,-73.954382,Yes,Non Prevailing Wage,0,0,10,10
61660,ECDO TRANSFERS TO NYC JOE,111,MORNINGSIDE AVENUE,Manhattan,9,40.8104,-73.954342,Yes,Non Prevailing Wage,0,0,10,10
61660,ECDO TRANSFERS TO NYC JOE,654,ST NICHOLAS AVENUE,Manhattan,9,40.82215,-73.945284,Yes,Non Prevailing Wage,0,0,24,24
61660,ECDO TRANSFERS TO NYC JOE,36,ST NICHOLAS PLACE,Manhattan,9,40.82829,-73.941235,Yes,Non Prevailing Wage,0,14,15,15
61660,ECDO TRANSFERS TO NYC JOE,122,WEST 119 STREET,Manhattan,9,40.80426,-73.94959,Yes,Non Prevailing Wage,0,4,4,4
61660,ECDO TRANSFERS TO NYC JOE,457,WEST 125 STREET,Manhattan,7,40.81302,-73.955544,Yes,Non Prevailing Wage,0,0,16,16
61660,ECDO TRANSFERS TO NYC JOE,361,WEST 126 STREET,Manhattan,9,40.81187,-73.952557,Yes,Non Prevailing Wage,0,19,20,20
61660,ECDO TRANSFERS TO NYC JOE,363,WEST 126 STREET,Manhattan,9,40.81191,-73.952636,Yes,Non Prevailing Wage,0,20,20,20
61660,ECDO TRANSFERS TO NYC JOE,367,WEST 126 STREET,Manhattan,9,40.81197,-73.952795,Yes,Non Prevailing Wage,0,9,9,9
61660,ECDO TRANSFERS TO NYC JOE,39,WEST 126 STREET,Manhattan,9,40.80793,-73.943186,Yes,Non Prevailing Wage,0,4,4,4
61660,ECDO TRANSFERS TO NYC JOE,433,WEST 126 STREET,Manhattan,7,40.81305,-73.954467,Yes,Non Prevailing Wage,0,8,15,15
61660,ECDO TRANSFERS TO NYC JOE,44,WEST 126 STREET,Manhattan,9,40.8076,-73.943591,Yes,Non Prevailing Wage,0,4,4,4
61660,ECDO TRANSFERS TO NYC JOE,464,WEST 126 STREET,Manhattan,7,40.81351,-73.955529,Yes,Non Prevailing Wage,0,3,19,19
61660,ECDO TRANSFERS TO NYC JOE,364,WEST 127 STREET,Manhattan,9,40.81215,-73.952455,Yes,Non Prevailing Wage,0,4,8,8
61660,ECDO TRANSFERS TO NYC JOE,366,WEST 127 STREET,Manhattan,9,40.81219,-73.952535,Yes,Non Prevailing Wage,0,2,8,8
61660,ECDO TRANSFERS TO NYC JOE,452,ST NICHOLAS AVENUE,Manhattan,9,40.81529,-73.948533,Yes,Non Prevailing Wage,0,10,10,10
61660,ECDO TRANSFERS TO NYC JOE,521,WEST 144 STREET,Manhattan,7,40.82518,-73.948988,Yes,Non Prevailing Wage,0,0,15,15
44285,VAN BUREN/GREENE,633,MADISON STREET,Brooklyn,36,40.6871,-73.931887,No,Non Prevailing Wage,0,0,2,2
44285,VAN BUREN/GREENE,22,VAN BUREN STREET,Brooklyn,36,40.68969,-73.944393,No,Non Prevailing Wage,0,0,2,2
44285,VAN BUREN/GREENE,666,GREENE AVENUE,Brooklyn,36,40.68923,-73.942025,No,Non Prevailing Wage,0,0,2,2
44285,VAN BUREN/GREENE,716,LAFAYETTE AVENUE,Brooklyn,36,40.69044,-73.94444,No,Non Prevailing Wage,0,0,2,2
44285,VAN BUREN/GREENE,718,LAFAYETTE AVENUE,Brooklyn,36,40.69044,-73.944375,No,Non Prevailing Wage,0,0,2,2
44285,VAN BUREN/GREENE,720,LAFAYETTE AVENUE,Brooklyn,36,40.69045,-73.944306,No,Non Prevailing Wage,0,0,2,2
44285,VAN BUREN/GREENE,494,GATES AVENUE,Brooklyn,36,40.68649,-73.946167,No,Non Prevailing Wage,0,0,2,2
44285,VAN BUREN/GREENE,327,CLIFTON PLACE,Brooklyn,36,40.68948,-73.950217,No,Non Prevailing Wage,0,0,2,2
44285,VAN BUREN/GREENE,461,TOMPKINS AVENUE,Brooklyn,36,40.68161,-73.943272,No,Non Prevailing Wage,0,0,2,2
44285,VAN BUREN/GREENE,463,TOMPKINS AVENUE,Brooklyn,36,40.68156,-73.943261,No,Non Prevailing Wage,0,0,2,2
48014,TBX901-RSE,625,JEFFERSON PLACE,Bronx,16,40.83363,-73.900244,No,Non Prevailing Wage,0,0,16,16
48014,TBX901-RSE,3531,3 AVENUE,Bronx,16,40.83159,-73.905938,No,Non Prevailing Wage,0,0,14,14
50157,346 Bergen Street,344,BERGEN STREET,Brooklyn,33,40.68259,-73.980501,No,Non Prevailing Wage,0,0,24,24
52979,SUS. 1434 UNDERCLIFF AVE,1434,UNDERCLIFF AVENUE,Bronx,16,40.8438,-73.925185,No,Prevailing Wage,45,0,75,75
54909,LIVONIA PHASE II SITES 6-8,453,HINSDALE STREET,Brooklyn,42,40.66392,-73.898205,No,Non Prevailing Wage,7,30,62,62
54909,LIVONIA PHASE II SITES 6-8,487,LIVONIA AVENUE,Brooklyn,42,40.66421,-73.899207,No,Non Prevailing Wage,9,20,90,90
54909,LIVONIA PHASE II SITES 6-8,500,LIVONIA AVENUE,Brooklyn,42,40.66377,-73.899085,No,Non Prevailing Wage,8,22,90,90
55249,ST. BARNABAS WELLNESS CARE & AFFORDABLE HOUSING,4439,3 AVENUE,Bronx,15,40.85231,-73.893026,No,Non Prevailing Wage,0,50,133,133
55249,ST. BARNABAS WELLNESS CARE & AFFORDABLE HOUSING,4511,3 AVENUE,Bronx,15,40.85384,-73.891813,No,Non Prevailing Wage,45,0,181,181
55263,St. Albans Cycle Of Life,118-35,FARMERS BOULEVARD,Queens,27,40.68933,-73.761597,No,Non Prevailing Wage,8,20,67,67
58015,284-298 East 162nd Street,294,EAST 162 STREET,Bronx,17,40.82597,-73.917194,No,Non Prevailing Wage,37,0,126,126
58562,Lindville Housing,3555,OLINVILLE AVENUE,Bronx,12,40.87922,-73.86801,No,Non Prevailing Wage,0,142,143,143
58733,3365 Third Avenue,3365,3 AVENUE,Bronx,16,40.8274,-73.907849,No,Non Prevailing Wage,8,0,30,30
59117,Fox Hill Apartments,141,PARK HILL AVENUE,Staten Island,49,40.61671,-74.081512,No,Non Prevailing Wage,102,0,118,118
59117,Fox Hill Apartments,320,VANDERBILT AVENUE,Staten Island,49,40.61671,-74.081512,No,Non Prevailing Wage,100,31,131,131
59117,Fox Hill Apartments,350,VANDERBILT AVENUE,Staten Island,49,40.61671,-74.081512,No,Non Prevailing Wage,94,16,115,115
59946,Tahl-Propp - AIMCO,400,ST NICHOLAS AVENUE,Manhattan,9,40.81324,-73.949601,No,Non Prevailing Wage,108,0,108,108
59946,Tahl-Propp - AIMCO,24,WEST 111 STREET,Manhattan,9,40.79791,-73.950313,No,Non Prevailing Wage,0,24,24,24
59946,Tahl-Propp - AIMCO,32,WEST 111 STREET,Manhattan,9,40.79803,-73.950609,No,Non Prevailing Wage,0,24,24,24
59946,Tahl-Propp - AIMCO,40,WEST 111 STREET,Manhattan,9,40.79815,-73.950884,No,Non Prevailing Wage,0,25,25,25
59946,Tahl-Propp - AIMCO,46,WEST 111 STREET,Manhattan,9,40.79827,-73.951162,No,Non Prevailing Wage,25,0,25,25
59946,Tahl-Propp - AIMCO,52,WEST 111 STREET,Manhattan,9,40.79838,-73.95144,No,Non Prevailing Wage,25,0,25,25
59946,Tahl-Propp - AIMCO,8,WEST 111 STREET,Manhattan,9,40.79771,-73.949836,No,Non Prevailing Wage,50,0,50,50
59946,Tahl-Propp - AIMCO,602,WEST 135 STREET,Manhattan,7,40.8203,-73.956287,No,Non Prevailing Wage,0,0,24,24
59946,Tahl-Propp - AIMCO,618,WEST 135 STREET,Manhattan,7,40.82058,-73.956962,No,Non Prevailing Wage,24,0,24,24
59946,Tahl-Propp - AIMCO,2411,FREDERICK DOUGAL BOULEVARD,Manhattan,9,,,No,Non Prevailing Wage,97,0,97,97
59946,Tahl-Propp - AIMCO,608,WEST 135 STREET,Manhattan,7,40.8203,-73.956287,No,Non Prevailing Wage,0,1,1,1
59946,Tahl-Propp - AIMCO,614,WEST 135 STREET,Manhattan,7,40.8203,-73.956287,No,Non Prevailing Wage,0,24,24,24
59946,Tahl-Propp - AIMCO,16,WEST 111 STREET,Manhattan,9,40.79771,-73.949836,No,Non Prevailing Wage,25,0,25,25
59946,Tahl-Propp - AIMCO,604,WEST 135 STREET,Manhattan,7,40.8203,-73.956287,No,Non Prevailing Wage,23,0,23,23
59946,Tahl-Propp - AIMCO,606,WEST 135 STREET,Manhattan,7,40.8203,-73.956287,No,Non Prevailing Wage,0,24,24,24
59946,Tahl-Propp - AIMCO,610,WEST 135 STREET,Manhattan,7,40.8203,-73.956287,No,Non Prevailing Wage,0,1,1,1
59946,Tahl-Propp - AIMCO,612,WEST 135 STREET,Manhattan,7,40.8203,-73.956287,No,Non Prevailing Wage,0,24,24,24
59946,Tahl-Propp - AIMCO,616,WEST 135 STREET,Manhattan,7,40.8203,-73.956287,No,Non Prevailing Wage,0,1,1,1
60434,Marine Terrace Apartments,20-11,18 STREET,Queens,22,40.78492,-73.914588,No,Non Prevailing Wage,50,0,60,60
60434,Marine Terrace Apartments,20-31,19 STREET,Queens,22,40.78395,-73.914506,No,Non Prevailing Wage,50,9,60,60
60434,Marine Terrace Apartments,20-11,20 STREET,Queens,22,40.78396,-73.913242,No,Non Prevailing Wage,50,8,60,60
60434,Marine Terrace Apartments,20-12,20 STREET,Queens,22,40.78443,-73.91391,No,Non Prevailing Wage,50,8,60,60
60434,Marine Terrace Apartments,20-05,SHORE BOULEVARD,Queens,22,40.78547,-73.91523,No,Non Prevailing Wage,50,1,60,60
60434,Marine Terrace Apartments,20-25,SHORE BOULEVARD,Queens,22,40.78488,-73.915794,No,Non Prevailing Wage,48,32,84,84
60434,Marine Terrace Apartments,20-32,19 STREET,Queens,22,40.78443,-73.91517,No,Non Prevailing Wage,50,0,60,60
61504,CONFIDENTIAL,----,----,Bronx,12,,,No,Non Prevailing Wage,0,0,1,1
61509,CONFIDENTIAL,----,----,Brooklyn,46,,,No,Non Prevailing Wage,0,0,1,1
61522,CONFIDENTIAL,----,----,Bronx,18,,,No,Non Prevailing Wage,0,1,1,1
61528,CONFIDENTIAL,----,----,Queens,26,,,No,Non Prevailing Wage,0,0,1,1
65111,11-07 WELLING COURT,7-Nov,WELLING COURT,Queens,22,,,No,Non Prevailing Wage,0,0,6,27
44295,Van Sinderen Plaza,679,VAN SINDEREN AVENUE,Brooklyn,42,40.65974,-73.899178,No,Non Prevailing Wage,11,22,102,102
44295,Van Sinderen Plaza,170,NEW LOTS AVENUE,Brooklyn,42,,,No,Non Prevailing Wage,7,11,28,28
48643,BRIDGE.425 E 161ST ST. MELROSE SITE C SHLP PORTION,425,EAST 161 STREET,Bronx,17,40.82407,-73.912695,No,Prevailing Wage,58,0,59,59
50411,LPC WAREHOUSE/ WILLIAMSBURG BRIDGEVIEW,105,SOUTH 5 STREET,Brooklyn,34,40.71181,-73.964275,No,Non Prevailing Wage,16,0,55,55
50519,Randolph Houses Phase II,265,WEST 114 STREET,Manhattan,9,40.80288,-73.955189,No,Non Prevailing Wage,8,4,115,115
55036,TLK Manor,944,ROGERS PLACE,Bronx,17,40.82236,-73.897605,No,Non Prevailing Wage,7,0,38,38
55036,TLK Manor,917,WESTCHESTER AVENUE,Bronx,17,40.8218,-73.898115,No,Non Prevailing Wage,10,0,45,45
57772,Douglaston.155-175 Friendship Lane. Seaview C,155,FRIENDSHIP LANE,Staten Island,50,40.59599,-74.130926,No,Prevailing Wage,80,0,81,81
57772,Douglaston.155-175 Friendship Lane. Seaview C,175,FRIENDSHIP LANE,Staten Island,50,40.59599,-74.130926,No,Prevailing Wage,80,0,80,80
58589,Madison EDJ LLC,165,HANCOCK STREET,Brooklyn,36,40.68284,-73.949324,No,Non Prevailing Wage,0,1,4,4
58589,Madison EDJ LLC,188,HANCOCK STREET,Brooklyn,36,40.68249,-73.948293,No,Non Prevailing Wage,0,0,5,5
58589,Madison EDJ LLC,273,JEFFERSON AVENUE,Brooklyn,36,40.6839,-73.946702,No,Non Prevailing Wage,0,0,3,3
58589,Madison EDJ LLC,246,MADISON STREET,Brooklyn,36,40.68467,-73.948937,No,Non Prevailing Wage,0,1,7,7
58589,Madison EDJ LLC,442,MADISON STREET,Brooklyn,36,40.68564,-73.94051,No,Non Prevailing Wage,0,1,6,6
58589,Madison EDJ LLC,446,MADISON STREET,Brooklyn,36,40.68567,-73.940326,No,Non Prevailing Wage,0,2,6,6
58589,Madison EDJ LLC,448,MADISON STREET,Brooklyn,36,40.68568,-73.940236,No,Non Prevailing Wage,0,2,6,6
58589,Madison EDJ LLC,452,MADISON STREET,Brooklyn,36,40.6857,-73.940045,No,Non Prevailing Wage,0,1,6,6
58589,Madison EDJ LLC,464,MADISON STREET,Brooklyn,36,40.68576,-73.939482,No,Non Prevailing Wage,0,1,6,6
58589,Madison EDJ LLC,851,MARCY AVENUE,Brooklyn,36,40.68423,-73.946702,No,Non Prevailing Wage,0,0,4,4
58589,Madison EDJ LLC,396A,MONROE STREET,Brooklyn,36,40.68616,-73.942529,No,Non Prevailing Wage,0,0,4,4
58589,Madison EDJ LLC,319,PUTNAM AVENUE,Brooklyn,36,40.68438,-73.948995,No,Non Prevailing Wage,0,1,5,5
58589,Madison EDJ LLC,401,PUTNAM AVENUE,Brooklyn,36,40.68482,-73.945202,No,Non Prevailing Wage,0,0,6,6
58589,Madison EDJ LLC,415,PUTNAM AVENUE,Brooklyn,36,40.68487,-73.944744,No,Non Prevailing Wage,0,0,4,4
